KodLan,NamSek,Rank,Jenjang,SubJenjang,Status,PD,Kec,KotKab,Kota,Provinsi,Alamat
20605410,SDNEGERI WANAKARTA 1,,SD,SDN,Negeri,193,Bojonegara,Kab,SERANG,Banten,
20605409,SDNEGERI WANAKARTA 2,,SD,SDN,Negeri,0,Bojonegara,Kab,SERANG,Banten,
20218385,SDNEGERI WANASARI 01,,SD,SDN,Negeri,779,Cibitung,Kab,BEKASI,Jawa Barat,
20218384,SDNEGERI WANASARI 02,,SD,SDN,Negeri,663,Cibitung,Kab,BEKASI,Jawa Barat,
20218383,SDNEGERI WANASARI 03,,SD,SDN,Negeri,439,Cibitung,Kab,BEKASI,Jawa Barat,
20218382,SDNEGERI WANASARI 04,,SD,SDN,Negeri,502,Cibitung,Kab,BEKASI,Jawa Barat,
20218395,SDNEGERI WANASARI 05,,SD,SDN,Negeri,327,Cibitung,Kab,BEKASI,Jawa Barat,
20218396,SDNEGERI WANASARI 06,,SD,SDN,Negeri,800,Cibitung,Kab,BEKASI,Jawa Barat,
20218397,SDNEGERI WANASARI 07,,SD,SDN,Negeri,148,Cibitung,Kab,BEKASI,Jawa Barat,
20218410,SDNEGERI WANASARI 08,,SD,SDN,Negeri,543,Cibitung,Kab,BEKASI,Jawa Barat,
20218409,SDNEGERI WANASARI 09,,SD,SDN,Negeri,329,Cibitung,Kab,BEKASI,Jawa Barat,
20218408,SDNEGERI WANASARI 10,,SD,SDN,Negeri,371,Cibitung,Kab,BEKASI,Jawa Barat,
20218407,SDNEGERI WANASARI 11,,SD,SDN,Negeri,205,Cibitung,Kab,BEKASI,Jawa Barat,
20218406,SDNEGERI WANASARI 12,,SD,SDN,Negeri,1164,Cibitung,Kab,BEKASI,Jawa Barat,
20218405,SDNEGERI WANASARI 13,,SD,SDN,Negeri,570,Cibitung,Kab,BEKASI,Jawa Barat,
20218404,SDNEGERI WANASARI 14,,SD,SDN,Negeri,668,Cibitung,Kab,BEKASI,Jawa Barat,
20218403,SDNEGERI WANASARI 15,,SD,SDN,Negeri,469,Cibitung,Kab,BEKASI,Jawa Barat,
20218402,SDNEGERI WANGUN HARJA 01,,SD,SDN,Negeri,323,Cikarang Utara,Kab,BEKASI,Jawa Barat,
20218401,SDNEGERI WANGUN HARJA 02,,SD,SDN,Negeri,348,Cikarang Utara,Kab,BEKASI,Jawa Barat,
20218400,SDNEGERI WANGUN HARJA 03,,SD,SDN,Negeri,357,Cikarang Utara,Kab,BEKASI,Jawa Barat,
20605401,SDNEGERI WARAKAS,,SD,SDN,Negeri,0,Lebak Wangi,Kab,SERANG,Banten,
20104971,SDNEGERI WARAKAS 07 PG,,SD,SDN,Negeri,470,Tanjung Priok,Kota,JAKARTA UTARA,DKI Jakarta,
20605400,SDNEGERI WARAKAS 1,,SD,SDN,Negeri,417,Binuang,Kab,SERANG,Banten,
20605391,SDNEGERI WARAKAS 2,,SD,SDN,Negeri,477,Binuang,Kab,SERANG,Banten,
20605392,SDNEGERI WARAKAS 3,,SD,SDN,Negeri,277,Binuang,Kab,SERANG,Banten,
20200854,SDNEGERI WARGAJAYA,,SD,SDN,Negeri,146,Sukamakmur,Kab,BOGOR 2,Jawa Barat,
20218399,SDNEGERI WARINGIN JAYA 01,,SD,SDN,Negeri,450,Kedung Waringin,Kab,BEKASI,Jawa Barat,
20218398,SDNEGERI WARINGIN JAYA 02,,SD,SDN,Negeri,270,Kedung Waringin,Kab,BEKASI,Jawa Barat,
20218381,SDNEGERI WARINGIN JAYA 03,,SD,SDN,Negeri,139,Kedung Waringin,Kab,BEKASI,Jawa Barat,
20605394,SDNEGERI WARINGINKURUNG 02,,SD,SDN,Negeri,433,Waringinkurung,Kab,SERANG,Banten,
20605393,SDNEGERI WARINGINKURUNG 1,,SD,SDN,Negeri,0,Waringinkurung,Kab,SERANG,Banten,
20605395,SDNEGERI WARU,,SD,SDN,Negeri,0,Curug,Kota,SERANG,Banten,
20230605,SDNEGERI WARU JAYA,,SD,SDN,Negeri,319,Parung,Kab,BOGOR 2,Jawa Barat,
20605396,SDNEGERI WARUNG,,SD,SDN,Negeri,336,Baros,Kab,SERANG,Banten,
20605397,SDNEGERI WARUNG JAUD,,SD,SDN,Negeri,0,Kasemen,Kota,SERANG,Banten,
20200858,SDNEGERI WARUNG SAPTU,,SD,SDN,Negeri,361,Cibungbulang,Kab,BOGOR 2,Jawa Barat,
20200859,SDNEGERI WATES,,SD,SDN,Negeri,349,Nanggung,Kab,BOGOR 2,Jawa Barat,
20218380,SDNEGERI WIBAWAMULYA 01,,SD,SDN,Negeri,264,Cibarusah,Kab,BEKASI,Jawa Barat,
20218363,SDNEGERI WIBAWAMULYA 02,,SD,SDN,Negeri,334,Cibarusah,Kab,BEKASI,Jawa Barat,
20105590,SDNEGERI WIJAYA KUSUMA 01,,SD,SDN,Negeri,552,Grogol Petamburan,Kota,JAKARTA BARAT,DKI Jakarta,
20105591,SDNEGERI WIJAYA KUSUMA 02 PG,,SD,SDN,Negeri,250,Grogol Petamburan,Kota,JAKARTA BARAT,DKI Jakarta,
20105594,SDNEGERI WIJAYA KUSUMA 05 PG,,SD,SDN,Negeri,370,Grogol Petamburan,Kota,JAKARTA BARAT,DKI Jakarta,
20105596,SDNEGERI WIJAYA KUSUMA 07 PG,,SD,SDN,Negeri,363,Grogol Petamburan,Kota,JAKARTA BARAT,DKI Jakarta,
20605398,SDNEGERI WINONG,,SD,SDN,Negeri,0,Mancak,Kab,SERANG,Banten,
20605399,SDNEGERI WIRANA PASIR,,SD,SDN,Negeri,252,Pamarayan,Kab,SERANG,Banten,
20605411,SDNEGERI YUDHA,,SD,SDN,Negeri,264,Bandung,Kab,SERANG,Banten,
69889001,SDNEW ZEALAND INDEPENDENT SCHOOL,,SD,SDN,Swasta,32,Mampang Prapatan,Kota,JAKARTA SELATAN 2,DKI Jakarta,
20106308,SD NIAGA EKASARI,,SD,SDN,Swasta,175,Pesanggrahan,Kota,JAKARTA SELATAN 1,DKI Jakarta,"Jl. Perdagangan IV No.32, RT.7/RW.7, Bintaro, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330"
69988886,SDNIARA NASIONAL SCHOOL,,SD,SDN,Swasta,0,Rajeg,Kab,TANGERANG,Banten,
20104793,SDNIRWANA,,SD,SDN,Swasta,197,Tanah Abang,Kota,JAKARTA PUSAT,DKI Jakarta,
69995771,SDNISRINA,,SD,SDN,Swasta,255,Jatiasih,Kota,BEKASI,Jawa Barat,
69759144,SDNIZAMIA ANDALUSIA,,SD,SDN,Swasta,718,Cipayung,Kota,JAKARTA TIMUR 1,DKI Jakarta,
69883259,SDNORD ANGLIA SCHOOL JAKARTA,,SD,SDN,Swasta,0,Pasar Minggu,Kota,JAKARTA SELATAN 2,DKI Jakarta,
69856890,SDNORTH JAKARTA INTERCULTURAL SCHOOL,,SD,SDN,Swasta,88,Kelapa Gading,Kota,JAKARTA UTARA,DKI Jakarta,
20105733,SDNOTRE DAME,,SD,SDN,Swasta,0,Kembangan,Kota,JAKARTA BARAT,DKI Jakarta,
69970766,SDNOTRE DAME GRAND WISATA,,SD,SDN,Swasta,224,Tambun Selatan,Kab,BEKASI,Jawa Barat,
20230687,SDNUR IZZATI,,SD,SDN,Swasta,170,Cisarua,Kab,BOGOR 2,Jawa Barat,
69955176,SDNURFALIZA,,SD,SDN,Swasta,374,Sukatani,Kab,BEKASI,Jawa Barat,
69948740,SDNURTURE SPRING,,SD,SDS,Swasta,164,Cengkareng,Kota,JAKARTA BARAT,DKI Jakarta,
70015406,SDNURUL AMIN ISLAMIC SCHOOL,,SD,SDS,Swasta,222,Serang Baru,Kab,BEKASI,Jawa Barat,
20614608,SDNURUL FALAH,,SD,SDN,Swasta,0,Kresek,Kab,TANGERANG,Banten,
20105073,SDNURUL FARHAH,,SD,SDN,Swasta,112,Koja,Kota,JAKARTA UTARA,DKI Jakarta,
69946349,SDNURUL HIKMAH,,SD,SDN,Swasta,139,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20105078,SDNURUL ISLAM,,SD,SDN,Swasta,329,Duren Sawit,Kota,JAKARTA TIMUR 2,DKI Jakarta,
20105079,SDNURUL ITTIHAD,,SD,SDN,Swasta,175,Pademangan,Kota,JAKARTA UTARA,DKI Jakarta,
20103875,SDNURUL YAQIN,,SD,SDN,Swasta,181,Jatinegara,Kota,JAKARTA TIMUR 2,DKI Jakarta,
20105080,SDNURUL YAQIN,,SD,SDN,Swasta,115,Pademangan,Kota,JAKARTA UTARA,DKI Jakarta,
20604665,SDNUSA INDAH,,SD,SDN,Swasta,236,Ciputat,Kota,TANGERANG SELATAN,Banten,
20254616,SDNUSANTARA ISLAMIC SCHOOL,,SD,SDN,Swasta,391,Setu,Kab,BEKASI,Jawa Barat,
70014773,SD OSB,,SD,SDS,Swasta,0,Serpong,Kota,TANGERANG SELATAN,Banten,
20105082,SD PADINDI,,SD,SDS,Swasta,378,Tanjung Priok,Kota,JAKARTA UTARA,DKI Jakarta,
20223634,SD PAMARDI YUWANA BHAKTI,,SD,SDS,Swasta,457,Pondokgede,Kota,BEKASI,Jawa Barat,"Jl. Cendrawasih, RT.002/RW.001, Jatimakmur, Kec. Pd. Gede, Kota Bks, Jawa Barat 17413"
20103874,SD PANCA BHAKTI,,SD,SDS,Swasta,138,Makasar,Kota,JAKARTA TIMUR 1,DKI Jakarta,
20106310,SD PANGUDI LUHUR,,SD,SDS,Swasta,644,Cilandak,Kota,JAKARTA SELATAN 2,DKI Jakarta,
20258248,SD PANGUDI LUHUR BERNARDUS,,SD,SDS,Swasta,385,Cikarang Pusat,Kab,BEKASI,Jawa Barat,
20109206,SD PANGUDI RAHAYU,,SD,SDS,Swasta,95,Pasar Rebo,Kota,JAKARTA TIMUR 1,DKI Jakarta,
69979236,SD PARADISA CENDEKIA,,SD,SDS,Swasta,149,Jati Sampurna,Kota,BEKASI,Jawa Barat,
20616504,SD PARAMITHA,,SD,SDS,Swasta,0,Pasar Kemis,Kab,TANGERANG,Banten,
69973877,SD PARENTS HOPE,,SD,SDS,Swasta,0,Teluk Naga,Kab,TANGERANG,Banten,
20106072,SD PASAR MANGGIS 01 PAGI,,SD,SDN,Negeri,536,Setiabudi,Kota,JAKARTA SELATAN 1,DKI Jakarta,
20104799,SD PASKALIS I,,SD,SDS,Swasta,141,Johar Baru,Kota,JAKARTA PUSAT,DKI Jakarta,
20219923,SD PELANGI KASIH,,SD,SDS,Swasta,170,Bogor Timur,Kota,BOGOR,Jawa Barat,
69985077,SD PELANGI NUSANTARA,,SD,SDS,Swasta,53,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20228857,SD PELITA,,SD,SDS,Swasta,116,Pancoran Mas,Kota,DEPOK 1,Jawa Barat,
20105739,SD PELITA ABADI,,SD,SDS,Swasta,201,Cengkareng,Kota,JAKARTA BARAT,DKI Jakarta,
20223633,SD PELITA ALAM,,SD,SDS,Swasta,376,Pondokgede,Kota,BEKASI,Jawa Barat,
20105655,SD PELITA BANGSA,,SD,SDS,Swasta,313,Kali Deres,Kota,JAKARTA BARAT,DKI Jakarta,
20604667,SD PELITA BANGSA,,SD,SDS,Swasta,0,Pamulang,Kota,TANGERANG SELATAN,Banten,
70004992,SD PELITA GLOBAL MANDIRI,,SD,SDS,Swasta,45,Mustika Jaya,Kota,BEKASI,Jawa Barat,
20230691,SD PELITA HARAPAN,,SD,SDS,Swasta,0,Babakan Madang,Kab,BOGOR 2,Jawa Barat,
20252937,SD PELITA HARAPAN,,SD,SDS,Swasta,111,Cikarang Selatan,Kab,BEKASI,Jawa Barat,
20604668,SD PELITA HARAPAN,,SD,SDS,Swasta,0,Kelapa Dua,Kab,TANGERANG,Banten,
69874085,SD PELITA HARAPAN,,SD,SDS,Swasta,245,Mampang Prapatan,Kota,JAKARTA SELATAN 2,DKI Jakarta,
69961412,SD PELITA HARAPAN,,SD,SDS,Swasta,257,Penjaringan,Kota,JAKARTA UTARA,DKI Jakarta,
69981868,SD PELITA HATI ISLAMIC SCHOOL,,SD,SDI,Swasta,113,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20105738,SD PELITA II,,SD,SDS,Swasta,666,Kebon Jeruk,Kota,JAKARTA BARAT,DKI Jakarta,
20613706,SD PELITA KASIH,,SD,SDS,Swasta,0,Periuk,Kota,TANGERANG 2,Banten,
20228858,SD PEMBANGUN,,SD,SDS,Swasta,83,Pancoran Mas,Kota,DEPOK 1,Jawa Barat,
20613988,SD PEMBANGUNAN JAYA,,SD,SDS,Swasta,0,Pondok Aren,Kota,TANGERANG SELATAN,Banten,
20614476,SD PENABUR ILMU,,SD,SDS,Swasta,0,Pasar Kemis,Kab,TANGERANG,Banten,
20607313,SD PENERUS BANGSA,,SD,SDS,Swasta,0,Periuk,Kota,TANGERANG 2,Banten,
20253146,SD PENUAI,,SD,SDS,Swasta,225,Jati Sampurna,Kota,BEKASI,Jawa Barat,
20614146,SD PERADABAN,,SD,SDS,Swasta,0,Serang,Kota,SERANG,Banten,
20103871,SD Perguruan Advent XV Ciracas,,SD,SDK,Swasta,340,Ciracas,Kota,JAKARTA TIMUR 1,DKI Jakarta,"Jl. Raya Jakarta-Bogor No.15 KM 26, RT.1/RW.8, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 17340, Indonesia"
20607298,SD PERGURUAN BUDDHI,,SD,SDS,Swasta,0,Karawaci,Kota,TANGERANG 2,Banten,
20108432,SD PERGURUAN RAKYAT 3,,SD,SDS,Swasta,0,Matraman,Kota,JAKARTA TIMUR 2,DKI Jakarta,
20108971,SD PERGURUAN RAKYAT 4,,SD,SDS,Swasta,54,Duren Sawit,Kota,JAKARTA TIMUR 2,DKI Jakarta,
20602623,SD PERINTIS 1,,SD,SDS,Swasta,0,Sepatan,Kab,TANGERANG,Banten,
20228863,SD PERJUANGAN TERPADU,,SD,SDS,Swasta,498,Pancoran Mas,Kota,DEPOK 1,Jawa Barat,
20104798,SD PERKUMPULAN MANDIRI,,SD,SDS,Swasta,136,Menteng,Kota,JAKARTA PUSAT,DKI Jakarta,
20109574,SD PERMATA,,SD,SDS,Swasta,143,Kali Deres,Kota,JAKARTA BARAT,DKI Jakarta,
20230694,SD PERMATA BANGSA,,SD,SDS,Swasta,140,Cisarua,Kab,BOGOR 2,Jawa Barat,
20228864,SD PERMATA BUNDA,,SD,SDS,Swasta,0,Cimanggis,Kota,DEPOK 2,Jawa Barat,
20228865,SD PERMATA BUNDA,,SD,SDS,Swasta,64,Bojongsari,Kota,DEPOK 1,Jawa Barat,
70010798,SD PERMATA GLOBAL SCHOOL,,SD,SDS,Swasta,0,Pasar Kemis,Kab,TANGERANG,Banten,
69973075,SD PERMATA HATI BUNDA,,SD,SDS,Swasta,24,Cikarang Pusat,Kab,BEKASI,Jawa Barat,
20614389,SD PERMATA INSANI ISLAMIC SCHOOL,,SD,SDI,Swasta,0,Pasar Kemis,Kab,TANGERANG,Banten,
20109186,SD PERMATA KASIH INDONESIA SCHOOL,,SD,SDS,Swasta,146,Duren Sawit,Kota,JAKARTA TIMUR 2,DKI Jakarta,
20223632,SD PERMATA MONIKA,,SD,SDS,Swasta,126,Medan Satria,Kota,BEKASI,Jawa Barat,
20231606,SD PERMATA SAKTI,,SD,SDS,Swasta,45,Jatiasih,Kota,BEKASI,Jawa Barat,
69969825,SD PERSADA ILMU,,SD,SDS,Swasta,40,Karawaci,Kota,TANGERANG 2,Banten,
20604675,SD PERSATUAN,,SD,SDS,Swasta,0,Curug,Kab,TANGERANG,Banten,
69984623,SD PERSATUAN ISLAM MATRAMAN,,SD,SDS,Swasta,0,Matraman,Kota,JAKARTA TIMUR 2,DKI Jakarta,
20605571,SD PERSIS,,SD,SDS,Swasta,0,Serang,Kota,SERANG,Banten,
20219924,SD PERTIWI,,SD,SDS,Swasta,921,Bogor Timur,Kota,BOGOR,Jawa Barat,
69916458,SD PERTIWI ABHILASA,,SD,SDS,Swasta,52,Pulo Gadung,Kota,JAKARTA TIMUR 2,DKI Jakarta,
20103043,SD PERTIWI BANGDES,,SD,SDS,Swasta,104,Pasar Minggu,Kota,JAKARTA SELATAN 2,DKI Jakarta,
20219925,SD PERWANIDA,,SD,SDS,Swasta,154,Bogor Selatan,Kota,BOGOR,Jawa Barat,
69987675,SD PESONA PALAD,,SD,SDS,Swasta,196,Klapanunggal,Kab,BOGOR 2,Jawa Barat,
69988827,SD PETRA,,SD,SDS,Swasta,79,Cikampek,Kab,KARAWANG,Jawa Barat,
69852842,SD PILAR BANGSA,,SD,SDS,Swasta,437,Cipondoh,Kota,TANGERANG 1,Banten,
69817196,SD PILAR INDONESIA,,SD,SDS,Swasta,130,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
69964906,SD PINUS,,SD,SDS,Swasta,0,Serpong Utara,Kota,TANGERANG SELATAN,Banten,
70007982,SD PLAYFIELD,,SD,SDS,Swasta,0,Kembangan,Kota,JAKARTA BARAT,DKI Jakarta,
20252073,SD PLUS AL FATHONAH MARDLOTILLAH,,SD,SDI,Swasta,154,Tambun Utara,Kab,BEKASI,Jawa Barat,
20269167,SD PLUS AL-AMIN,,SD,SDI,Swasta,295,Setu,Kab,BEKASI,Jawa Barat,
69822418,SD PLUS AL-MAIMUN,,SD,SDI,Swasta,0,Taruma Jaya,Kab,BEKASI,Jawa Barat,
60725224,SD PLUS AT-TOHARIAH,,SD,SDI,Swasta,102,Sukakarya,Kab,BEKASI,Jawa Barat,
69883503,SD PLUS BAITUSSURUR,,SD,SDI,Swasta,134,Ciawi,Kab,BOGOR 2,Jawa Barat,
20238469,SD PLUS BINA BANGSA SEJAHTERA,,SD,SDS,Swasta,418,Bogor Barat,Kota,BOGOR,Jawa Barat,
69864636,SD PLUS DAARUL FUDLOLA,,SD,SDI,Swasta,455,Cibinong,Kab,BOGOR 1,Jawa Barat,"Jl. H. Hasan Jl. Kp. Pedurenan, Pabuaran Mekar, Kec. Cibinong, Kabupaten Bogor, Jawa Barat 16916"
20105032,SD PLUS HANG TUAH 1,,SD,SDS,Swasta,0,Tanjung Priok,Kota,JAKARTA UTARA,DKI Jakarta,
20230674,SD PLUS HANG TUAH 2 JONGGOL,,SD,SDS,Swasta,298,Jonggol,Kab,BOGOR 2,Jawa Barat,
20105033,SD PLUS HANG TUAH 6,,SD,SDS,Swasta,345,Kelapa Gading,Kota,JAKARTA UTARA,DKI Jakarta,
20604641,SD PLUS ISLAMIC VILLAGE,,SD,SDS,Swasta,315,Kelapa Dua,Kab,TANGERANG,Banten,
20622265,SD PLUS PERMATA IHSAN,,SD,SDS,Swasta,0,Solear,Kab,TANGERANG,Banten,
69977466,SD PLUS SILMI RAMADHAN,,SD,SDI,Swasta,391,Serang Baru,Kab,BEKASI,Jawa Barat,
20228875,SD PONDOK DAUN,,SD,SDS,Swasta,129,Cimanggis,Kota,DEPOK 2,Jawa Barat,
20607297,SD PORIS INDAH,,SD,SDS,Swasta,631,Cipondoh,Kota,TANGERANG 1,Banten,
20219105,SD PRATAMA,,SD,SDS,Swasta,135,Setu,Kab,BEKASI,Jawa Barat,
69958550,SD PRESIDEN,,SD,SDS,Swasta,140,Cikarang Utara,Kab,BEKASI,Jawa Barat,
69939507,SD PRESTASI GLOBAL,,SD,SDS,Swasta,589,Pancoran Mas,Kota,DEPOK 1,Jawa Barat,
20246427,SD PRIBADI,,SD,SDS,Swasta,127,Beji,Kota,DEPOK 2,Jawa Barat,
20270816,SD PRIMA SAKINAH,,SD,SDS,Swasta,103,Mustika Jaya,Kota,BEKASI,Jawa Barat,
20105743,SD PROVIDENTIA,,SD,SDS,Swasta,292,Kebon Jeruk,Kota,JAKARTA BARAT,DKI Jakarta,
20247211,SD PUTRA BANGSA,,SD,SDS,Swasta,176,Bojongsari,Kota,DEPOK 1,Jawa Barat,
20228899,SD PUTRA JAYA,,SD,SDS,Swasta,534,Cipayung,Kota,DEPOK 1,Jawa Barat,
20604674,SD PUTRA PERTIWI,,SD,SDS,Swasta,188,Pamulang,Kota,TANGERANG SELATAN,Banten,
20219119,SD PUTRA WACANA,,SD,SDS,Swasta,8,Tambun Selatan,Kab,BEKASI,Jawa Barat,
20219106,SD PUTRADARMA GLOBAL SCHOOL,,SD,SDS,Swasta,70,Tambun Selatan,Kab,BEKASI,Jawa Barat,
69988518,SD QLC SCHOOL,,SD,SDS,Swasta,185,Pancoran,Kota,JAKARTA SELATAN 2,DKI Jakarta,"Jl. Kalibata Utara II No.25-26 10, RT.14/RW.7, Kalibata, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12740"
20258072,SD QUANTUM INTI INDONESIA,,SD,SDS,Swasta,186,Jati Sampurna,Kota,BEKASI,Jawa Barat,
70010108,SD QUR AN DAARUL HUFAADZ AL FALAHIYAH,,SD,SDI,Swasta,77,Kopo,Kab,SERANG,Banten,
70026540,SD QURAN ASY SYAHID,,SD,SDI,Swasta,24,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
70011013,SD Quran elTAHFIDH,,SD,SDI,Swasta,0,Cileungsi,Kab,BOGOR 1,Jawa Barat,
70000535,SD QURAN TERPADU NURUL ISLAM,,SD,SDS,Swasta,571,Karawang Timur,Kab,KARAWANG,Jawa Barat,
20109438,SD RAFFLES CHRISTIAN SCHOOL KEBON JERUK,,SD,SDS,Swasta,0,Kembangan,Kota,JAKARTA BARAT,DKI Jakarta,
69938151,SD RAFFLES CHRISTIAN SCHOOL KELAPA GADING,,SD,SDS,Swasta,114,Kelapa Gading,Kota,JAKARTA UTARA,DKI Jakarta,
69883248,SD RAFFLES CHRISTIAN SCHOOL PONDOK INDAH,,SD,SDS,Swasta,191,Kebayoran Lama,Kota,JAKARTA SELATAN 1,DKI Jakarta,
20607295,SD RAHMANI,,SD,SDS,Swasta,0,Periuk,Kota,TANGERANG 2,Banten,
20105748,SD RASA SAYANG,,SD,SDS,Swasta,53,Kebon Jeruk,Kota,JAKARTA BARAT,DKI Jakarta,
20219926,SD REGINA PACIS,,SD,SDS,Swasta,973,Bogor Tengah,Kota,BOGOR,Jawa Barat,
20255261,SD RHEMA ENCARA SCHOOL,,SD,SDS,Swasta,0,Babakan Madang,Kab,BOGOR 2,Jawa Barat,
69949403,SD RHEMA INDONESIA,,SD,SDS,Swasta,141,Bekasi Barat,Kota,BEKASI,Jawa Barat,
20105750,SD Ricci I,,SD,SDS,Swasta,401,Taman Sari,Kota,JAKARTA BARAT,DKI Jakarta,
20219918,SD RIMBA PUTRA,,SD,SDS,Swasta,418,Bogor Barat,Kota,BOGOR,Jawa Barat,
20110224,SD ROBIATUL ADAWIYAH,,SD,SDI,Swasta,171,Cilincing,Kota,JAKARTA UTARA,DKI Jakarta,
20231613,SD ROUDHOTUL ISLAMIYAH,,SD,SDI,Swasta,14,Bekasi Utara,Kota,BEKASI,Jawa Barat,
69878185,SD ROYAL TUNAS MULIA,,SD,SDS,Swasta,51,Setiabudi,Kota,JAKARTA SELATAN 1,DKI Jakarta,
20223636,SD ROYAL WELLS PRIMARY SCHOOL,,SD,SDS,Swasta,164,Bekasi Barat,Kota,BEKASI,Jawa Barat,
20252381,SD S AL - AMIEN,,SD,SDS,Swasta,96,Cibinong,Kab,BOGOR 1,Jawa Barat,
20230613,SD S AL FATHIR,,SD,SDS,Swasta,297,Bojong Gede,Kab,BOGOR 1,Jawa Barat,
20230625,SD S AL UTSMANIYAH,,SD,SDS,Swasta,417,Citeureup,Kab,BOGOR 2,Jawa Barat,
20614069,SD S AL-IZZAH,,SD,SDS,Swasta,0,Solear,Kab,TANGERANG,Banten,
20230610,SD S ALFAJRI,,SD,SDS,Swasta,73,Cisarua,Kab,BOGOR 2,Jawa Barat,
20230624,SD S ALUSI,,SD,SDS,Swasta,310,Bojong Gede,Kab,BOGOR 1,Jawa Barat,
20230630,SD S AN - NUR,,SD,SDS,Swasta,551,Ciomas,Kab,BOGOR 2,Jawa Barat,
20230627,SD S AN NAJAH,,SD,SDS,Swasta,572,Rumpin,Kab,BOGOR 2,Jawa Barat,
20254251,SD S ANANDA,,SD,SDS,Swasta,124,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20253570,SD S AROFAH,,SD,SDS,Swasta,63,Ciomas,Kab,BOGOR 2,Jawa Barat,
20230631,SD S ARRAHMAH,,SD,SDS,Swasta,143,Bojong Gede,Kab,BOGOR 1,Jawa Barat,
20230633,SD S AS-SYAHID,,SD,SDS,Swasta,25,Tajurhalang,Kab,BOGOR 1,Jawa Barat,
20230639,SD S BPS & K VIII TERPADU,,SD,SDS,Swasta,103,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20607810,SD S DAARUL ARCHAM,,SD,SDS,Swasta,0,Rajeg,Kab,TANGERANG,Banten,
20614739,SD S DIAN BANGSA,,SD,SDS,Swasta,274,Kosambi,Kab,TANGERANG,Banten,
20604471,SD S DIAN PERTIWI,,SD,SDS,Swasta,305,Solear,Kab,TANGERANG,Banten,
20201351,SD S EKA WIJAYA,,SD,SDS,Swasta,305,Cibinong,Kab,BOGOR 1,Jawa Barat,
20230673,SD S GRANADA,,SD,SDS,Swasta,147,Kemang,Kab,BOGOR 2,Jawa Barat,
20604558,SD S ISLAM NURUL HUDA,,SD,SDS,Swasta,138,Balaraja,Kab,TANGERANG,Banten,
20230689,SD S ISLAM NURUL IMAN,,SD,SDS,Swasta,104,Parung,Kab,BOGOR 2,Jawa Barat,
20254589,SD S ISLAM NURUL YAQIN,,SD,SDS,Swasta,106,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20252372,SD S LABORATORIUM P3GSD-KKGJ,,SD,SDS,Swasta,528,Tajurhalang,Kab,BOGOR 1,Jawa Barat,
20253781,SD S LABS SCHOOL KAIZEN,,SD,SDS,Swasta,149,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20219920,SDS  MARDI YUANA,,SD,SDK,Swasta,394,Bogor Selatan,Kota,BOGOR,Jawa Barat,
20237881,SD S MENTARI,,SD,SDS,Swasta,100,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20230686,SD S NIDA ELADABI,,SD,SDS,Swasta,225,Parungpanjang,Kab,BOGOR 2,Jawa Barat,
20604633,SD S NURUL HIDAYAH,,SD,SDS,Swasta,175,Cisoka,Kab,TANGERANG,Banten,
20230404,SD S NURUL KARIMAH,,SD,SDS,Swasta,139,Bojong Gede,Kab,BOGOR 1,Jawa Barat,
20230690,SD S PELITA ATSIRI PERMAI,,SD,SDS,Swasta,513,Bojong Gede,Kab,BOGOR 1,Jawa Barat,
20230695,SD S PERWANIDA NURUL FAJAR,,SD,SDS,Swasta,434,Bojong Gede,Kab,BOGOR 1,Jawa Barat,
69989806,SD S RACHMANI,,SD,SDS,Swasta,0,Karawang Timur,Kab,KARAWANG,Jawa Barat,
20230696,SD S RAMADANTHY,,SD,SDS,Swasta,112,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20104819,SDS SANTO PAULUS 1,,SD,SDK,Swasta,109,Gambir,Kota,JAKARTA PUSAT,DKI Jakarta,
20237883,SD S SCHOOL OF UNIVERSE,,SD,SDS,Swasta,116,Parung,Kab,BOGOR 2,Jawa Barat,
20230697,SD S SEKAR ADI,,SD,SDS,Swasta,470,Cibinong,Kab,BOGOR 1,Jawa Barat,
20230701,SD S TARUNA BANGSA,,SD,SDS,Swasta,300,Babakan Madang,Kab,BOGOR 2,Jawa Barat,
20237876,SD S TERPADU BINA ILMU,,SD,SDS,Swasta,330,Parung,Kab,BOGOR 2,Jawa Barat,
20105751,SD SA ADATUDDARAIN,,SD,SDS,Swasta,192,Tambora,Kota,JAKARTA BARAT,DKI Jakarta,
20231582,SD SABILINA,,SD,SDS,Swasta,300,Jati Sampurna,Kota,BEKASI,Jawa Barat,
