KodLan,NamSek,Rank,Jenjang,SubJenjang,Status,PD,Kec,KotKab,Kota,Provinsi,Alamat
20231598,SD MUTIARA 17 AGUSTUS 1,,SD,SDS,Swasta,258,Bekasi Utara,Kota,BEKASI,Jawa Barat,
20253314,SD MUTIARA 17 AGUSTUS 2,,SD,SDS,Swasta,127,Bekasi Utara,Kota,BEKASI,Jawa Barat,
20606987,SD MUTIARA BANGSA,,SD,SDS,Swasta,1040,Cipondoh,Kota,TANGERANG 1,Banten,
69964632,SD MUTIARA BANGSA,,SD,SDS,Swasta,123,Serang Baru,Kab,BEKASI,Jawa Barat,
20614407,SD MUTIARA BANGSA 2,,SD,SDS,Swasta,0,Benda,Kota,TANGERANG 2,Banten,
69988888,SD MUTIARA BANGSA 6,,SD,SDS,Swasta,301,Pasar Kemis,Kab,TANGERANG,Banten,
20614718,SD MUTIARA HARAPAN ISLAMIC SCHOOL,,SD,SDS,Swasta,371,Pondok Aren,Kota,TANGERANG SELATAN,Banten,
69952011,SD MUTIARA HATI,,SD,SDS,Swasta,0,Tangerang,Kota,TANGERANG 2,Banten,
20246380,SD MUTIARA ISLAMI PLUS,,SD,SDI,Swasta,371,Serang Baru,Kab,BEKASI,Jawa Barat,
20604662,SD MUTIARA KASIH,,SD,SDS,Swasta,0,Kelapa Dua,Kab,TANGERANG,Banten,
20614429,SD MUTIARA PLANETARIUM ABADI,,SD,SDS,Swasta,41,Tiga Raksa,Kab,TANGERANG,Banten,
20200196,SDN 01 PASIRMUNCANG,,SD,SDN,Negeri,487,Caringin,Kab,BOGOR 2,Jawa Barat,
20201373,SDN ANGSANA 01,,SD,SDN,Negeri,203,Leuwiliang,Kab,BOGOR 2,Jawa Barat,
20201374,SDN ANGSANA 02,,SD,SDN,Negeri,171,Leuwiliang,Kab,BOGOR 2,Jawa Barat,
20201375,SDN ANTAJAYA 01,,SD,SDN,Negeri,208,Tanjung Sari,Kab,BOGOR 2,Jawa Barat,
20201376,SDN ANTAJAYA 02,,SD,SDN,Negeri,224,Tanjung Sari,Kab,BOGOR 2,Jawa Barat,
20201377,SDN ARCA,,SD,SDN,Negeri,243,Sukamakmur,Kab,BOGOR 2,Jawa Barat,
20201379,SDN ARGAPURA 02,,SD,SDN,Negeri,465,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20201380,SDN ARGAPURA 03,,SD,SDN,Negeri,214,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20200265,SDN ARGAPURA 04,,SD,SDN,Negeri,294,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20230412,SDN ARGAPURI,,SD,SDN,Negeri,0,Leuwisadeng,Kab,BOGOR 2,Jawa Barat,
20200496,SDN BABAKAN 02,,SD,SDN,Negeri,407,Tenjo,Kab,BOGOR 2,Jawa Barat,
20219911,SDN BABAKAN ASEM,,SD,SDN,Negeri,168,Bogor Timur,Kota,BOGOR,Jawa Barat,
20201364,SDN BABAKAN CANGKUDU,,SD,SDN,Negeri,69,Cariu,Kab,BOGOR 2,Jawa Barat,
20201329,SDN BABAKAN KIARA,,SD,SDN,Negeri,69,Cariu,Kab,BOGOR 2,Jawa Barat,
20201192,SDN BABAKAN PANJANG,,SD,SDN,Negeri,94,Leuwiliang,Kab,BOGOR 2,Jawa Barat,
20201197,SDN BABAKANMADANG 05,,SD,SDN,Negeri,180,Babakan Madang,Kab,BOGOR 2,Jawa Barat,
20604546,SDN BAKUNG I,,SD,SDN,Negeri,146,Kronjo,Kab,TANGERANG,Banten,
20201301,SDN BALANDONGAN,,SD,SDN,Negeri,146,Caringin,Kab,BOGOR 2,Jawa Barat,
20604551,SDN BALARAJA 03,,SD,SDN,Negeri,700,Balaraja,Kab,TANGERANG,Banten,
20201191,SDN BALEKAMBANG 01,,SD,SDN,Negeri,133,Jonggol,Kab,BOGOR 2,Jawa Barat,
20201189,SDN BALEKAMBANG 03,,SD,SDN,Negeri,259,Jonggol,Kab,BOGOR 2,Jawa Barat,
20219914,SDN BALUNGBANG JAYA 2,,SD,SDN,Negeri,95,Bogor Barat,Kota,BOGOR,Jawa Barat,
20238439,SDN BALUNGBANG JAYA 3,,SD,SDN,Negeri,234,Bogor Barat,Kota,BOGOR,Jawa Barat,
20201179,SDN BAMBU KUNING,,SD,SDN,Negeri,593,Bojong Gede,Kab,BOGOR 1,Jawa Barat,
20201180,SDN BAMBU KUNING,,SD,SDN,Negeri,199,Ciseeng,Kab,BOGOR 2,Jawa Barat,
20201181,SDN BANAR 01,,SD,SDN,Negeri,116,Sukajaya,Kab,BOGOR 2,Jawa Barat,
20254573,SDN BANARA JAYA,,SD,SDN,Negeri,214,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20103134,SDN BANGKA 01 PG,,SD,SDN,Negeri,237,Mampang Prapatan,Kota,JAKARTA SELATAN 2,DKI Jakarta,
20103146,SDN BANGKA 05,,SD,SDN,Negeri,323,Mampang Prapatan,Kota,JAKARTA SELATAN 2,DKI Jakarta,
20103144,SDN BANGKA 07 PG,,SD,SDN,Negeri,203,Mampang Prapatan,Kota,JAKARTA SELATAN 2,DKI Jakarta,
20201187,SDN BANJARWARU,,SD,SDN,Negeri,656,Ciawi,Kab,BOGOR 2,Jawa Barat,
20201188,SDN BANTAR ENDAH,,SD,SDN,Negeri,75,Leuwiliang,Kab,BOGOR 2,Jawa Barat,
20219934,SDN BANTARJATI 9,,SD,SDN,Negeri,426,Bogor Utara,Kota,BOGOR,Jawa Barat,
20201302,SDN BANTARKAMBING 01,,SD,SDN,Negeri,688,Ranca Bungur,Kab,BOGOR 2,Jawa Barat,
20201304,SDN BANTARKAMBING 03,,SD,SDN,Negeri,196,Ranca Bungur,Kab,BOGOR 2,Jawa Barat,
20201318,SDN BANTARKAMBING 04,,SD,SDN,Negeri,74,Ranca Bungur,Kab,BOGOR 2,Jawa Barat,
20201475,SDN BANTARKAMBING 06,,SD,SDN,Negeri,227,Ranca Bungur,Kab,BOGOR 2,Jawa Barat,
20201321,SDN BANTARKUNING,,SD,SDN,Negeri,159,Cariu,Kab,BOGOR 2,Jawa Barat,
20604553,SDN BANTARPANJANG,,SD,SDN,Negeri,0,Tiga Raksa,Kab,TANGERANG,Banten,
20201322,SDN BANYURESMI 01,,SD,SDN,Negeri,328,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20201323,SDN BANYURESMI 02,,SD,SDN,Negeri,237,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20201324,SDN BANYURESMI 03,,SD,SDN,Negeri,191,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20230419,SDN BARENGKOK 02,,SD,SDN,Negeri,169,Jasinga,Kab,BOGOR 2,Jawa Barat,
20201309,SDN BATUJAJAR 01,,SD,SDN,Negeri,272,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20201310,SDN BATUJAJAR 02,,SD,SDN,Negeri,626,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20201312,SDN BATUJAJAR 04,,SD,SDN,Negeri,214,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20201313,SDN BATUKARUT,,SD,SDN,Negeri,105,Cigombong,Kab,BOGOR 2,Jawa Barat,
20201307,SDN BATUKEMBAR,,SD,SDN,Negeri,184,Caringin,Kab,BOGOR 2,Jawa Barat,
20219989,SDN BATUTULIS 3,,SD,SDN,Negeri,391,Bogor Selatan,Kota,BOGOR,Jawa Barat,
20201314,SDN BEDAHAN 01,,SD,SDN,Negeri,769,Cibinong,Kab,BOGOR 1,Jawa Barat,
20604608,SDN BENDUNGAN,,SD,SDN,Negeri,0,Cisauk,Kab,TANGERANG,Banten,
20201436,SDN BENDUNGAN,,SD,SDN,Negeri,150,Jonggol,Kab,BOGOR 2,Jawa Barat,
20201383,SDN BENDUNGAN 01,,SD,SDN,Negeri,446,Ciawi,Kab,BOGOR 2,Jawa Barat,
20201452,SDN BENTENG 01,,SD,SDN,Negeri,159,Ciampea,Kab,BOGOR 2,Jawa Barat,
20201453,SDN BERINGIN,,SD,SDN,Negeri,262,Gunung Sindur,Kab,BOGOR 2,Jawa Barat,
20604610,SDN BINONG I,,SD,SDN,Negeri,0,Curug,Kab,TANGERANG,Banten,
20604598,SDN BINONG III,,SD,SDN,Negeri,534,Curug,Kab,TANGERANG,Banten,
20604597,SDN BINONG IV,,SD,SDN,Negeri,514,Curug,Kab,TANGERANG,Banten,
20604584,SDN BINONG V,,SD,SDN,Negeri,0,Curug,Kab,TANGERANG,Banten,
20604585,SDN BINONG VI,,SD,SDN,Negeri,0,Curug,Kab,TANGERANG,Banten,
20604588,SDN BLIMBING I,,SD,SDN,Negeri,0,Kosambi,Kab,TANGERANG,Banten,
20604591,SDN BLUKBUK I,,SD,SDN,Negeri,243,Kronjo,Kab,TANGERANG,Banten,
20604592,SDN BLUKBUK II,,SD,SDN,Negeri,170,Kronjo,Kab,TANGERANG,Banten,
20604593,SDN BOJONG,,SD,SDN,Negeri,210,Kronjo,Kab,TANGERANG,Banten,
20201454,SDN BOJONG,,SD,SDN,Negeri,220,Sukajaya,Kab,BOGOR 2,Jawa Barat,
20230426,SDN BOJONG 02,,SD,SDN,Negeri,731,Klapanunggal,Kab,BOGOR 2,Jawa Barat,
20230429,SDN BOJONG 04,,SD,SDN,Negeri,323,Tenjo,Kab,BOGOR 2,Jawa Barat,
20604236,SDN BOJONG LOA I,,SD,SDN,Negeri,290,Cisoka,Kab,TANGERANG,Banten,
20201462,SDN BOJONG NANGKA 02,,SD,SDN,Negeri,595,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20201463,SDN BOJONG NANGKA 04,,SD,SDN,Negeri,383,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20201338,SDN BOJONG NANGKA 05,,SD,SDN,Negeri,144,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20200278,SDN BOJONG SEMPU 01,,SD,SDN,Negeri,411,Parung,Kab,BOGOR 2,Jawa Barat,
20230431,SDN BOJONG SEMPU 02,,SD,SDN,Negeri,434,Parung,Kab,BOGOR 2,Jawa Barat,
20201449,SDN BOJONGGEDE 03,,SD,SDN,Negeri,797,Bojong Gede,Kab,BOGOR 1,Jawa Barat,
20201448,SDN BOJONGGEDE 04,,SD,SDN,Negeri,471,Bojong Gede,Kab,BOGOR 1,Jawa Barat,
20201438,SDN BOJONGGEDE 06,,SD,SDN,Negeri,643,Bojong Gede,Kab,BOGOR 1,Jawa Barat,
20201440,SDN BOJONGJENGKOL 01,,SD,SDN,Negeri,312,Ciampea,Kab,BOGOR 2,Jawa Barat,
20604235,SDN BOJONGKAMAL,,SD,SDN,Negeri,365,Legok,Kab,TANGERANG,Banten,
20201482,SDN BOJONGKONENG 01,,SD,SDN,Negeri,303,Babakan Madang,Kab,BOGOR 2,Jawa Barat,
20201483,SDN BOJONGKONENG 04,,SD,SDN,Negeri,196,Babakan Madang,Kab,BOGOR 2,Jawa Barat,
20201485,SDN BOJONGKONENG 06,,SD,SDN,Negeri,302,Babakan Madang,Kab,BOGOR 2,Jawa Barat,
20201446,SDN BOJONGMURNI,,SD,SDN,Negeri,235,Ciawi,Kab,BOGOR 2,Jawa Barat,
20604238,SDN BOJONGNANGKA,,SD,SDN,Negeri,0,Pagedangan,Kab,TANGERANG,Banten,
20604240,SDN BOJONGRENGED III,,SD,SDN,Negeri,347,Kosambi,Kab,TANGERANG,Banten,
20604241,SDN BOJONGRENGED IV,,SD,SDN,Negeri,0,Kosambi,Kab,TANGERANG,Banten,
20604244,SDN BUARAN ASEM,,SD,SDN,Negeri,255,Mauk,Kab,TANGERANG,Banten,
20220055,SDN BUBULAK 2,,SD,SDN,Negeri,188,Bogor Barat,Kota,BOGOR,Jawa Barat,
20238544,SDN BUKIT CALINGCING,,SD,SDN,Negeri,227,Ciseeng,Kab,BOGOR 2,Jawa Barat,
20201466,SDN BUNAR 01,,SD,SDN,Negeri,360,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20201468,SDN BUNAR 03,,SD,SDN,Negeri,181,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20201469,SDN BUNAR 04,,SD,SDN,Negeri,176,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20604229,SDN BUNAR 1,,SD,SDN,Negeri,246,Sukamulya,Kab,TANGERANG,Banten,
20604230,SDN BUNAR 2,,SD,SDN,Negeri,0,Sukamulya,Kab,TANGERANG,Banten,
20604248,SDN BUNDER 1,,SD,SDN,Negeri,177,Cikupa,Kab,TANGERANG,Banten,
20604249,SDN BUNDER 2,,SD,SDN,Negeri,314,Cikupa,Kab,TANGERANG,Banten,
20604265,SDN BUNDER 3,,SD,SDN,Negeri,328,Cikupa,Kab,TANGERANG,Banten,
20604268,SDN BUNIAYU 2,,SD,SDN,Negeri,142,Sukamulya,Kab,TANGERANG,Banten,
20604267,SDN BUNIAYU I,,SD,SDN,Negeri,356,Sukamulya,Kab,TANGERANG,Banten,
20201474,SDN CALINGCING,,SD,SDN,Negeri,161,Sukajaya,Kab,BOGOR 2,Jawa Barat,
20614501,SDN CAMPAKA I,,SD,SDN,Negeri,380,Cisoka,Kab,TANGERANG,Banten,
20604254,SDN CAMPAKA II,,SD,SDN,Negeri,284,Cisoka,Kab,TANGERANG,Banten,
20201800,SDN CAMPEDAK,,SD,SDN,Negeri,78,Cijeruk,Kab,BOGOR 2,Jawa Barat,
20604273,SDN CANGKUDU 03,,SD,SDN,Negeri,494,Balaraja,Kab,TANGERANG,Banten,
20604272,SDN CANGKUDU 2,,SD,SDN,Negeri,0,Balaraja,Kab,TANGERANG,Banten,
20230432,SDN CANTANGJAYA,,SD,SDN,Negeri,481,Sukaraja,Kab,BOGOR 2,Jawa Barat,
20604275,SDN CARENANG II,,SD,SDN,Negeri,164,Cisoka,Kab,TANGERANG,Banten,
20201398,SDN CARINGIN 01,,SD,SDN,Negeri,409,Caringin,Kab,BOGOR 2,Jawa Barat,
20201399,SDN CARINGIN 02,,SD,SDN,Negeri,261,Caringin,Kab,BOGOR 2,Jawa Barat,
20201400,SDN CARINGIN 03,,SD,SDN,Negeri,219,Caringin,Kab,BOGOR 2,Jawa Barat,
20604264,SDN CARINGIN I,,SD,SDN,Negeri,0,Cisoka,Kab,TANGERANG,Banten,
20604252,SDN CARINGIN III,,SD,SDN,Negeri,0,Cisoka,Kab,TANGERANG,Banten,
20201401,SDN CARIU 01,,SD,SDN,Negeri,333,Cariu,Kab,BOGOR 2,Jawa Barat,
20201402,SDN CARIU 02,,SD,SDN,Negeri,268,Cariu,Kab,BOGOR 2,Jawa Barat,
20201404,SDN CEMPAKA,,SD,SDN,Negeri,272,Gunung Sindur,Kab,BOGOR 2,Jawa Barat,
20220059,SDN CEMPLANG,,SD,SDN,Negeri,238,Bogor Barat,Kota,BOGOR,Jawa Barat,
20201405,SDN CEMPLANG 01,,SD,SDN,Negeri,458,Cibungbulang,Kab,BOGOR 2,Jawa Barat,
20201407,SDN CEMPLANG 03,,SD,SDN,Negeri,260,Cibungbulang,Kab,BOGOR 2,Jawa Barat,
20201397,SDN CEMPLANG 04,,SD,SDN,Negeri,348,Cibungbulang,Kab,BOGOR 2,Jawa Barat,
20230433,SDN CENGAL SIRNA,,SD,SDN,Negeri,129,Leuwiliang,Kab,BOGOR 2,Jawa Barat,
20201386,SDN CIADEG 04,,SD,SDN,Negeri,255,Cigombong,Kab,BOGOR 2,Jawa Barat,
20201387,SDN CIADEG 05,,SD,SDN,Negeri,187,Cigombong,Kab,BOGOR 2,Jawa Barat,
20604261,SDN CIAKAR,,SD,SDN,Negeri,0,Pagedangan,Kab,TANGERANG,Banten,
20201393,SDN CIAMPEA UDIK 01,,SD,SDN,Negeri,166,Ciampea,Kab,BOGOR 2,Jawa Barat,
20201394,SDN CIAMPEA UDIK 02,,SD,SDN,Negeri,104,Ciampea,Kab,BOGOR 2,Jawa Barat,
20201410,SDN CIANGGER 02,,SD,SDN,Negeri,288,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20201424,SDN CIANGGER 03,,SD,SDN,Negeri,244,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20604154,SDN CIANGIR II,,SD,SDN,Negeri,521,Legok,Kab,TANGERANG,Banten,
20604170,SDN CIANGIR III,,SD,SDN,Negeri,0,Legok,Kab,TANGERANG,Banten,
20201427,SDN CIANGSANA 03,,SD,SDN,Negeri,266,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20230435,SDN CIANTEN 02,,SD,SDN,Negeri,124,Leuwiliang,Kab,BOGOR 2,Jawa Barat,
20201432,SDN CIAPUS 01,,SD,SDN,Negeri,399,Ciomas,Kab,BOGOR 2,Jawa Barat,
20201433,SDN CIAPUS 02,,SD,SDN,Negeri,577,Ciomas,Kab,BOGOR 2,Jawa Barat,
20230436,SDN CIAPUS 03,,SD,SDN,Negeri,287,Ciomas,Kab,BOGOR 2,Jawa Barat,
20230437,SDN CIAPUS 04,,SD,SDN,Negeri,361,Ciomas,Kab,BOGOR 2,Jawa Barat,
20201423,SDN CIAPUS 05,,SD,SDN,Negeri,180,Ciomas,Kab,BOGOR 2,Jawa Barat,
20201411,SDN CIAPUS 08,,SD,SDN,Negeri,236,Ciomas,Kab,BOGOR 2,Jawa Barat,
20201412,SDN CIARUTEUN ILIR 01,,SD,SDN,Negeri,233,Cibungbulang,Kab,BOGOR 2,Jawa Barat,
20201736,SDN CIARUTEUN ILIR 02,,SD,SDN,Negeri,245,Cibungbulang,Kab,BOGOR 2,Jawa Barat,
20201417,SDN CIARUTEUN UDIK 02,,SD,SDN,Negeri,290,Cibungbulang,Kab,BOGOR 2,Jawa Barat,
20201420,SDN CIASIHAN 02,,SD,SDN,Negeri,204,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20201434,SDN CIASMARA 01,,SD,SDN,Negeri,586,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20201177,SDN CIASMARA 02,,SD,SDN,Negeri,239,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20201025,SDN CIASMARA 04,,SD,SDN,Negeri,138,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20201026,SDN CIASMARA 05,,SD,SDN,Negeri,133,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20201027,SDN CIAUL,,SD,SDN,Negeri,208,Rumpin,Kab,BOGOR 2,Jawa Barat,
20201028,SDN CIAWI 02,,SD,SDN,Negeri,700,Ciawi,Kab,BOGOR 2,Jawa Barat,
20201029,SDN CIAWI 03,,SD,SDN,Negeri,322,Ciawi,Kab,BOGOR 2,Jawa Barat,
20201023,SDN CIBADUNG 02,,SD,SDN,Negeri,231,Gunung Sindur,Kab,BOGOR 2,Jawa Barat,
20201022,SDN CIBADUNG 03,,SD,SDN,Negeri,356,Gunung Sindur,Kab,BOGOR 2,Jawa Barat,
20220072,SDN CIBALAGUNG 2,,SD,SDN,Negeri,182,Bogor Barat,Kota,BOGOR,Jawa Barat,
20220083,SDN CIBALAGUNG 3,,SD,SDN,Negeri,240,Bogor Barat,Kota,BOGOR,Jawa Barat,
20220084,SDN CIBALAGUNG 4,,SD,SDN,Negeri,203,Bogor Barat,Kota,BOGOR,Jawa Barat,
20220085,SDN CIBALAGUNG 5,,SD,SDN,Negeri,318,Bogor Barat,Kota,BOGOR,Jawa Barat,
20201016,SDN CIBALUNG 01,,SD,SDN,Negeri,164,Cijeruk,Kab,BOGOR 2,Jawa Barat,
20201013,SDN CIBALUNG 02,,SD,SDN,Negeri,201,Cijeruk,Kab,BOGOR 2,Jawa Barat,
20201011,SDN CIBALUNG 03,,SD,SDN,Negeri,249,Cijeruk,Kab,BOGOR 2,Jawa Barat,
20201015,SDN CIBANTENG,,SD,SDN,Negeri,270,Ciampea,Kab,BOGOR 2,Jawa Barat,
20230441,SDN CIBATA,,SD,SDN,Negeri,101,Leuwiliang,Kab,BOGOR 2,Jawa Barat,
20201036,SDN CIBATUTIGA,,SD,SDN,Negeri,221,Cariu,Kab,BOGOR 2,Jawa Barat,
20230442,SDN CIBEBER 01,,SD,SDN,Negeri,98,Leuwiliang,Kab,BOGOR 2,Jawa Barat,
20201037,SDN CIBEDUG 01,,SD,SDN,Negeri,357,Ciawi,Kab,BOGOR 2,Jawa Barat,
20201052,SDN CIBEDUG 03,,SD,SDN,Negeri,313,Ciawi,Kab,BOGOR 2,Jawa Barat,
20201053,SDN CIBELING,,SD,SDN,Negeri,152,Caringin,Kab,BOGOR 2,Jawa Barat,
20201055,SDN CIBENING 02,,SD,SDN,Negeri,314,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20201056,SDN CIBENING 03,,SD,SDN,Negeri,138,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20201057,SDN CIBENTANG 01,,SD,SDN,Negeri,316,Ciseeng,Kab,BOGOR 2,Jawa Barat,
20201058,SDN CIBENTANG 02,,SD,SDN,Negeri,324,Ciseeng,Kab,BOGOR 2,Jawa Barat,
20220086,SDN CIBEUREUM 1,,SD,SDN,Negeri,700,Bogor Selatan,Kota,BOGOR,Jawa Barat,
20201030,SDN CIBEUTEUNG MUARA 04,,SD,SDN,Negeri,335,Ciseeng,Kab,BOGOR 2,Jawa Barat,
20201039,SDN CIBEUTEUNG UDIK 02,,SD,SDN,Negeri,334,Ciseeng,Kab,BOGOR 2,Jawa Barat,
20230447,SDN CIBINONG 01,,SD,SDN,Negeri,427,Gunung Sindur,Kab,BOGOR 2,Jawa Barat,
20201042,SDN CIBINONG 02,,SD,SDN,Negeri,261,Gunung Sindur,Kab,BOGOR 2,Jawa Barat,
20201043,SDN CIBINONG 03,,SD,SDN,Negeri,524,Gunung Sindur,Kab,BOGOR 2,Jawa Barat,
20201046,SDN CIBINONG RAYA,,SD,SDN,Negeri,171,Cibinong,Kab,BOGOR 1,Jawa Barat,
20200971,SDN CIBITUNG KULON 02,,SD,SDN,Negeri,369,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20200972,SDN CIBITUNG KULON 03,,SD,SDN,Negeri,87,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20200973,SDN CIBITUNG KULON 04,,SD,SDN,Negeri,146,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20200976,SDN CIBODAS 01,,SD,SDN,Negeri,87,Jonggol,Kab,BOGOR 2,Jawa Barat,
20200975,SDN CIBODAS 02,,SD,SDN,Negeri,160,Jonggol,Kab,BOGOR 2,Jawa Barat,
20200978,SDN CIBODAS 03,,SD,SDN,Negeri,228,Rumpin,Kab,BOGOR 2,Jawa Barat,
20200979,SDN CIBODAS 04,,SD,SDN,Negeri,245,Rumpin,Kab,BOGOR 2,Jawa Barat,
20200969,SDN CIBODAS 05,,SD,SDN,Negeri,147,Rumpin,Kab,BOGOR 2,Jawa Barat,
20200968,SDN CIBODAS 06,,SD,SDN,Negeri,159,Rumpin,Kab,BOGOR 2,Jawa Barat,
20604180,SDN CIBODAS PACING,,SD,SDN,Negeri,0,Jambe,Kab,TANGERANG,Banten,
20200967,SDN CIBOGO,,SD,SDN,Negeri,313,Cigombong,Kab,BOGOR 2,Jawa Barat,
20604181,SDN CIBOGO,,SD,SDN,Negeri,390,Cisauk,Kab,TANGERANG,Banten,
20200958,SDN CIBOGO 01,,SD,SDN,Negeri,544,Ciseeng,Kab,BOGOR 2,Jawa Barat,
20200980,SDN CIBUNGBULANG 01,,SD,SDN,Negeri,260,Cibungbulang,Kab,BOGOR 2,Jawa Barat,
20201001,SDN CIBUNIAN 01,,SD,SDN,Negeri,258,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20200998,SDN CIBUNIAN 02,,SD,SDN,Negeri,229,Pamijahan,Kab,BOGOR 2,Jawa Barat,
20201002,SDN CIBUNTU 01,,SD,SDN,Negeri,171,Ciampea,Kab,BOGOR 2,Jawa Barat,
20201005,SDN CIBURAYUT 01,,SD,SDN,Negeri,260,Cigombong,Kab,BOGOR 2,Jawa Barat,
20201006,SDN CIBURAYUT 02,,SD,SDN,Negeri,262,Cigombong,Kab,BOGOR 2,Jawa Barat,
20230450,SDN CIBURIAL,,SD,SDN,Negeri,376,Cisarua,Kab,BOGOR 2,Jawa Barat,
20200983,SDN CICADAS 03,,SD,SDN,Negeri,550,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20200985,SDN CICADAS 06,,SD,SDN,Negeri,645,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20201008,SDN CIDOKOM 03,,SD,SDN,Negeri,462,Gunung Sindur,Kab,BOGOR 2,Jawa Barat,
20201062,SDN CIDOKOM 04,,SD,SDN,Negeri,177,Rumpin,Kab,BOGOR 2,Jawa Barat,
20201126,SDN CIDOKOM 05,,SD,SDN,Negeri,260,Rumpin,Kab,BOGOR 2,Jawa Barat,
20230459,SDN CIGARUNG,,SD,SDN,Negeri,230,Leuwisadeng,Kab,BOGOR 2,Jawa Barat,
20230460,SDN CIGELUNG,,SD,SDN,Negeri,266,Jasinga,Kab,BOGOR 2,Jawa Barat,
20201141,SDN CIGOMBONG 02,,SD,SDN,Negeri,382,Cigombong,Kab,BOGOR 2,Jawa Barat,
20201142,SDN CIGOMBONG 03,,SD,SDN,Negeri,224,Cigombong,Kab,BOGOR 2,Jawa Barat,
20201143,SDN CIGOMBONG 04,,SD,SDN,Negeri,100,Cigombong,Kab,BOGOR 2,Jawa Barat,
20201145,SDN CIGOWONG 01,,SD,SDN,Negeri,315,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20237437,SDN CIGOWONG 02,,SD,SDN,Negeri,155,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20201147,SDN CIGUDEG 01,,SD,SDN,Negeri,311,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20201148,SDN CIGUDEG 02,,SD,SDN,Negeri,251,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20230461,SDN CIGUDEG 03,,SD,SDN,Negeri,368,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20201149,SDN CIGUDEG 04,,SD,SDN,Negeri,167,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20201139,SDN CIGUDEG 05,,SD,SDN,Negeri,229,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20605988,SDN CIHERANG,,SD,SDN,Negeri,0,Gunung Sari,Kab,SERANG,Banten,
20201138,SDN CIHERANG 01,,SD,SDN,Negeri,367,Dramaga,Kab,BOGOR 2,Jawa Barat,
20201137,SDN CIHERANG 02,,SD,SDN,Negeri,364,Dramaga,Kab,BOGOR 2,Jawa Barat,
20201129,SDN CIHERANGPONDOK,,SD,SDN,Negeri,161,Caringin,Kab,BOGOR 2,Jawa Barat,
20201130,SDN CIHEULEUT,,SD,SDN,Negeri,156,Ranca Bungur,Kab,BOGOR 2,Jawa Barat,
20220073,SDN CIHEULEUT 1,,SD,SDN,Negeri,338,Bogor Timur,Kota,BOGOR,Jawa Barat,
20201131,SDN CIHIDEUNG,,SD,SDN,Negeri,152,Cijeruk,Kab,BOGOR 2,Jawa Barat,
20201132,SDN CIHIDEUNG ILIR 01,,SD,SDN,Negeri,301,Ciampea,Kab,BOGOR 2,Jawa Barat,
20201136,SDN CIHIDEUNG ILIR 05,,SD,SDN,Negeri,224,Ciampea,Kab,BOGOR 2,Jawa Barat,
20201150,SDN CIHIDEUNG ILIR 06,,SD,SDN,Negeri,222,Ciampea,Kab,BOGOR 2,Jawa Barat,
20220075,SDN CIJAHE CURUG,,SD,SDN,Negeri,202,Bogor Barat,Kota,BOGOR,Jawa Barat,
20201168,SDN CIJAMBE,,SD,SDN,Negeri,176,Cigudeg,Kab,BOGOR 2,Jawa Barat,
20605989,SDN CIJAMPANG,,SD,SDN,Negeri,0,Jawilan,Kab,SERANG,Banten,
20604164,SDN CIJANTRA III,,SD,SDN,Negeri,0,Pagedangan,Kab,TANGERANG,Banten,
